Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Huang Meixing;53828;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50129;1936;1990;1999;x
Huang Bamei;53829;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50130;1936;1990;1999;x
Huang Botao;53830;U66;1936;1990;1990;1990;3;7;0;0;0;5;2;L50131;1936;1990;1999;x
Huang Shaohong;53831;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50132;1936;1990;1999;x
Huang Tao;53832;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50133;1936;1990;1999;x
Huang Qiaosong;53833;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50134;1936;1990;1999;x
Huang Wei;53834;U66;1936;1990;1990;1990;3;7;0;0;0;5;1;L50135;1936;1990;1999;x
Huang Yongan;53835;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50136;1936;1990;1999;x
Huo Kuizhang;53836;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50137;1936;1990;1999;x
Rao Guohua;53837;U66;1936;1990;1990;1990;3;7;0;1;0;5;1;L50138;1936;1990;1999;x
Ji Chong Chon;53838;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50139;1936;1990;1999;x
Rong Xiang;53839;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50140;1936;1990;1999;x
Rong Youlüe;53840;U66;1936;1990;1990;1990;3;7;0;1;0;5;2;L50141;1936;1990;1999;x
Gan Lichu;53841;U66;1936;1936;1936;1936;3;7;0;0;0;5;1;L50142;1936;1990;1999;x
Kan Weiyong;53842;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50143;1936;1990;1999;x
Gao Zhisong;53843;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50144;1936;1990;1999;x
Gao Guizi;53844;U66;1936;1990;1990;1990;3;7;0;2;0;5;2;L50145;1936;1990;1999;x
Gao Kuiyuan;53845;U66;1936;1936;1936;1990;3;7;0;0;0;5;1;L50146;1936;1990;1999;x
Gao Shuxun;53846;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50147;1936;1990;1999;x
Gao Shuangcheng;53847;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50148;1936;1990;1999;x
Ge Xiancai;53848;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50149;1936;1990;1999;x
Kim Hak-Keu;53849;U66;1936;1990;1990;1990;3;7;0;0;0;5;1;L50150;1936;1990;1999;x
Gu Zhenglun;53850;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50151;1936;1990;1999;x
Gu Zhutong;53851;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50152;1936;1990;1999;x
Gu Dinghua;53852;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50153;1936;1990;1999;x
Guan Linzheng;53853;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50154;1936;1990;1999;x
Gui Zezhun;53854;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50155;1936;1990;1999;x
Gui Yongqing;53855;U66;1936;1936;1936;1936;3;7;0;0;0;5;1;L50156;1936;1990;1999;x
Kong Zongzhou;53856;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50157;1936;1990;1999;x
Guo Chan;53857;U66;1936;1936;1990;1990;3;7;0;0;0;5;2;L50158;1936;1990;1999;x
Guo Jijiao;53858;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50159;1936;1990;1999;x
Guo Jingyun;53859;U66;1936;1990;1990;1990;3;7;0;0;0;5;1;L50160;1936;1990;1999;x
Guo Xunqi;53860;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50161;1936;1990;1999;x
Guo Rudong;53861;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50162;1936;1990;1999;x
Guo Lüzhou;53862;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50163;1936;1990;1999;x
Guo Zongfen;53863;U66;1936;1990;1990;1990;3;7;0;2;0;5;2;L50164;1936;1990;1999;x
Lai Chuanxiang;53864;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50165;1936;1990;1999;x
Lee Beom Seok;53865;U66;1936;1936;1936;1990;3;7;0;1;0;5;1;L50166;1936;1990;1999;x
Lei Zhong;53866;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50167;1936;1990;1999;x
Leng Xin;53867;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50168;1936;1990;1999;x
Li Zhen;53868;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50169;1936;1990;1999;x
Li Zhenqiu;53869;U66;1936;1990;1990;1990;3;7;0;0;0;5;2;L50170;1936;1990;1999;x
Li Jiayu;53870;U66;1936;1936;1936;1936;3;7;0;0;0;5;0;L50171;1936;1990;1999;x
Li Jue;53871;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50172;1936;1990;1999;x
Li Chunnong;53872;U66;1936;1936;1936;1990;3;7;0;1;0;5;2;L50173;1936;1990;1999;x
Li Fuying;53873;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50174;1936;1990;1999;x
Li Hanhun;53874;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50175;1936;1990;1999;x
Li Xianzhou;53875;U66;1936;1990;1990;1990;3;7;0;2;0;5;1;L50176;1936;1990;1999;x
Li Yikuang;53876;U66;1936;1936;1936;1990;3;7;0;2;0;5;0;L50177;1936;1990;1999;x
Li Mi;53877;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50178;1936;1990;1999;x
Li Minghao;53878;U66;1936;1936;1990;1990;3;7;0;1;0;5;1;L50179;1936;1990;1999;x
Li Mo'an;53879;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50180;1936;1990;1999;x
Li Bifan;53880;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50181;1936;1990;1999;x
Li Pinxian;53881;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50182;1936;1990;1999;x
Li Tao;53882;U66;1936;1936;1990;1990;3;7;0;2;0;5;2;L50183;1936;1990;1999;x
Li Tianxia;53883;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50184;1936;1990;1999;x
Li Zefen;53884;U66;1936;1936;1936;1936;3;7;0;0;0;5;0;L50185;1936;1990;1999;x
Li Zongren;53885;U66;1936;1990;1990;1990;3;7;0;1;0;5;1;L50186;1936;1990;1999;x
Li Wen;53886;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50187;1936;1990;1999;x
Li Wentian;53887;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50188;1936;1990;1999;x
Li Yannian;53888;U66;1936;1936;1936;1936;3;7;0;0;0;5;0;L50189;1936;1990;1999;x
Li Yutang;53889;U66;1936;1990;1990;1990;3;7;0;1;0;5;2;L50190;1936;1990;1999;x
Liang Jingzhai;53890;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50191;1936;1990;1999;x
Liang Xixian;53891;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50192;1936;1990;1999;x
Liao Lei;53892;U66;1936;1936;1990;1990;3;7;0;2;0;5;1;L50193;1936;1990;1999;x
Liao Lingqi;53893;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50194;1936;1990;1999;x
Liao Yaoxiang;53894;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50195;1936;1990;1999;x
Liao Yunzhou;53895;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50196;1936;1990;1999;x
Liao Yunze;53896;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50197;1936;1990;1999;x
Lin Wei;53897;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50198;1936;1990;1999;x
Liu Anqi;53898;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50199;1936;1990;1999;x
Liu Zhaoli;53899;U66;1936;1990;1990;1990;3;7;0;1;0;5;2;L50200;1936;1990;1999;x
Liu Zhendong;53900;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50201;1936;1990;1999;x
Liu Jiaqi;53901;U66;1936;1936;1936;1936;3;7;0;0;0;5;0;L50202;1936;1990;1999;x
Liu Jiashu;53902;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50203;1936;1990;1999;x
Liu Jianxu;53903;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50204;1936;1990;1999;x
Liu Zhi;53904;U66;1936;1936;1936;1936;3;7;0;0;0;5;2;L50205;1936;1990;1999;x
Liu Heding;53905;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50206;1936;1990;1999;x
Liu Xiang;53906;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50207;1936;1990;1999;x
Liu Xing;53907;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50208;1936;1990;1999;x
Liu Ruming;53908;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50209;1936;1990;1999;x
Liu Kan;53909;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50210;1936;1990;1999;x
Liu Guangji;53910;U66;1936;1936;1936;1936;3;7;0;0;0;5;1;L50211;1936;1990;1999;x
Liu Guiwu;53911;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50212;1936;1990;1999;x
Liu Lianyi;53912;U66;1936;1936;1990;1990;3;7;0;1;0;5;2;L50213;1936;1990;1999;x
Liu Mao'en;53913;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50214;1936;1990;1999;x
Liu Shiyi;53914;U66;1936;1936;1990;1990;3;7;0;0;0;5;1;L50215;1936;1990;1999;x
Liu Duoquan;53915;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50216;1936;1990;1999;x
Liu Wei;53916;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50217;1936;1990;1999;x
Liu Wenhui;53917;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50218;1936;1990;1999;x
Luo Zhuoying;53918;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50219;1936;1990;1999;x
Luo Guangwen;53919;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50220;1936;1990;1999;x
Luo Lie;53920;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50221;1936;1990;1999;x
Luo Lirong;53921;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50222;1936;1990;1999;x
Luo Shuren;53922;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50223;1936;1990;1999;x
Lobsang Tsewang;53923;U66;1936;1990;1990;1990;3;7;0;1;0;5;0;L50224;1936;1990;1999;x
Lü Zhanmeng;53924;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50225;1936;1990;1999;x
Lu Junquan;53925;U66;1936;1936;1990;1990;3;7;0;0;0;5;0;L50226;1936;1990;1999;x
Lu Zhonglin;53926;U66;1936;1936;1990;1990;3;7;0;2;0;5;0;L50227;1936;1990;1999;x
Lu Han;53927;U66;1936;1936;1990;1990;3;7;0;1;0;5;1;L50228;1936;1990;1999;x
Lu Guangwei;53928;U66;1936;1936;1936;1990;3;7;0;0;0;5;0;L50229;1936;1990;1999;x
Lu Daoyuan;53929;U66;1936;1936;1990;1990;3;7;0;0;0;5;2;L50230;1936;1990;1999;x
Long Tianwu;53930;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50231;1936;1990;1999;x
Long Yun;53931;U66;1936;1936;1936;1990;3;7;0;1;0;5;0;L50232;1936;1990;1999;x
Ma Zhanshan;53932;U66;1936;1990;1990;1990;3;7;0;0;0;5;2;L50233;1936;1990;1999;x
Ma Chongliu;53933;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50234;1936;1990;1999;x
Ma Hongkui;53934;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50235;1936;1990;1999;x
Ma Hongbin;53935;U66;1936;1936;1936;1936;3;7;0;1;0;5;0;L50236;1936;1990;1999;x
Ma Bufang;53936;U66;1936;1936;1936;1936;3;7;0;2;0;5;0;L50237;1936;1990;1999;x
Ma Shigong;53937;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50238;1936;1990;1999;x
Ma Ying;53938;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50239;1936;1990;1999;x
Ma Yuren;53939;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50240;1936;1990;1999;x
Mao Bingwen;53940;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50241;1936;1990;1999;x
Miao Peinan;53941;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50242;1936;1990;1999;x
Mou Zhongheng;53942;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50243;1936;1990;1999;x
Ou Zhen;53943;U66;1936;1990;1990;1990;3;7;0;0;0;5;0;L50244;1936;1990;1999;x
Ou Shounian;53944;U66;1936;1936;1936;1990;3;7;0;0;0;5;2;L50245;1936;1990;1999;x
Ba Yunying;53945;U66;1936;1936;1990;1990;3;7;0;1;0;5;0;L50246;1936;1990;1999;x
Pan Wenhua;53946;U66;1936;1990;1990;1990;3;7;0;2;0;5;0;L50248;1936;1990;1999;x
