Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Ma Xie;501042;CYN;1930;1930;1990;1990;3;3;0;1;0;5;0;Ma Xie;1930;1960;1999;x
Qiu Bingchang;501043;CYN;1930;1930;1990;1990;2;3;2;1;0;5;0;Qiu Bingchang;1930;1960;1999;x
Sun Du;501044;CYN;1930;1930;1990;1990;2;3;67108880;1;0;5;0;Sun Du;1930;1960;1999;x
Tang Huaiyuan;501045;CYN;1930;1930;1990;1990;2;4;1048578;2;0;5;0;Tang Huaiyuan;1930;1960;1999;x
Tang Jiyu;501046;CYN;1930;1930;1990;1990;2;3;1048576;1;0;5;0;Tang Jiyu;1930;1960;1999;x
Wang Jiaben;501047;CYN;1930;1930;1990;1990;2;3;0;1;0;5;0;Wang Jiaben;1930;1960;1999;x
Wang Jialie;501048;CYN;1930;1930;1990;1990;2;3;0;1;0;5;0;Wang Jialie;1930;1960;1999;x
Yan Jiaxun;501049;CYN;1930;1930;1990;1990;2;2;0;1;0;5;0;Yan Jiaxun;1930;1960;1999;x
Yang Chisheng;501050;CYN;1930;1930;1990;1990;2;2;0;1;0;5;0;Yang Chisheng;1930;1960;1999;x
Yang Ximin;501051;CYN;1930;1930;1990;1990;0;3;0;1;0;5;0;Yang Ximin;1930;1960;1999;x
Yu Jianxun;501052;CYN;1930;1930;1990;1990;0;3;268435460;2;0;5;0;Yu Jianxun;1930;1960;1999;x
Yuan Zuming;501053;CYN;1930;1930;1990;1990;0;2;0;2;0;5;0;Yuan Zuming;1930;1960;1999;x
Zeng Wanzhong;501054;CYN;1930;1930;1990;1990;2;3;1;1;0;5;0;Zeng Wanzhong;1930;1960;1999;x
Zeng Zesheng;501055;CYN;1930;1930;1990;1990;2;4;268435457;1;0;5;0;Zeng Zesheng;1930;1960;1999;x
Yang Jie;501056;CYN;1930;1930;1990;1990;2;4;32;2;0;5;0;Yang Jie;1930;1960;1999;x
Yang Ruxuan;501057;CYN;1930;1930;1990;1990;2;2;0;1;0;5;0;Yang Ruxuan;1930;1960;1999;x
Yang Jixiang;501058;CYN;1930;1930;1990;1990;2;2;0;1;0;3;0;Yang Jixiang;1930;1960;1999;x
Zhang Chong;501059;CYN;1930;1930;1990;1990;3;3;0;1;0;3;0;Zhang Chong;1930;1960;1999;x
Zhang Baozhong;501066;CYN;1930;1930;1990;1990;3;2;0;1;0;5;0;Zhang Baozhong;1930;1960;1999;x
Zheng Zuzhi;501060;CYN;1930;1930;1990;1990;2;3;0;1;0;3;0;Zheng Zuzhi;1930;1960;1999;x
Zhou Zingqi;501061;CYN;1930;1930;1990;1990;3;3;0;1;0;3;0;Zhou Zingqi;1930;1960;1999;x
Zhu Dingqing;501062;CYN;1930;1930;1990;1990;3;3;0;1;0;5;0;Zhu Dingqing;1930;1960;1999;x
Zhu Peide;501065;CYN;1930;1930;1990;1990;3;1;4194309;1;0;3;0;Zhu Peide;1930;1960;1999;x
Zou Ruoheng;501063;CYN;1930;1930;1990;1990;3;3;268435456;1;0;5;0;Zou Ruoheng;1930;1960;1999;x
Wan Menglin;501069;CYN;1930;1930;1990;1990;3;3;4096;1;0;5;0;Wang Menglin;1930;1960;1999;x
Tang Jiyao;501064;CYN;1930;1930;1990;1990;0;3;8389120;2;0;8;0;Tang Jiyao;1930;1960;1999;x
Li Rentao;501035;CYN;1930;1930;1990;1990;3;3;257;1;0;5;0;Li Rentao;1930;1960;1999;x
Chen Shufan;501020;CYN;1910;1935;1935;1935;3;7;2;3;0;1;0;unknown;1908;1935;1999;x
Chen Jiongming;501021;CYN;1910;1935;1935;1935;3;7;2;3;0;1;0;2130;1908;1935;1999;x
Cai E;501022;CYN;1910;1911;1914;1935;3;7;2;3;0;1;0;2131;1908;1935;1999;x
Tang Jiyao;501023;CYN;1910;1914;1917;1935;3;5;0;3;0;1;0;Tang Jiyao;1908;1935;1999;x
Yin Cheng;501024;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;2133;1908;1935;1999;x
Li Liejun;501025;CYN;1910;1935;1935;1935;3;5;4;2;0;5;0;2134;1908;1930;1999;x
Lu Rongting;501026;CYN;1910;1917;1935;1935;3;5;0;2;0;1;0;2135;1908;1935;1999;x
Chen Huan;501027;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;2136;1908;1935;1999;x
Xiong Kewu;501029;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;unknown;1908;1935;1999;x
Hu Jingyi;501030;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;unknown;1908;1935;1999;x
Zhang Jingyao;501031;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;2137;1908;1930;1999;x
Zhang Peijue;501032;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;unknown;1908;1935;1999;x
Pu Dianjun;501033;CYN;1910;1935;1935;1935;3;5;4;1;0;5;0;unknown;1908;1935;1999;x
