Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Rümann;440801;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;L516028;1936;1990;1999;x
Sarkisyan;440802;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;M520035;1936;1990;1999;x
Franssen;440803;UPE;1936;1990;1990;1990;3;7;0;1;0;5;1;L516030;1936;1990;1999;x
Golzhian;440804;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;L516031;1936;1990;1999;x
Khan Nakhjavan;440805;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;L440021;1936;1990;1999;x
Kazaryan;440806;UPE;1936;1936;1936;1990;3;7;0;2;0;5;2;M516037;1936;1990;1999;x
Starikovich;440807;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L524016;1936;1990;1999;x
von Massow;440808;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L516035;1936;1990;1999;x
Krasnoshapka;440809;UPE;1936;1936;1990;1990;3;7;0;0;0;5;1;M516009;1936;1990;1999;x
Aneshan;440810;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;M520028;1936;1990;1999;x
Bigeldinov;440811;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;M520008;1936;1990;1999;x
Bohnstedt;440812;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L520003;1936;1990;1999;x
Bukaiklianov;440813;UPE;1936;1936;1936;1936;3;7;0;1;0;5;2;M520012;1936;1990;1999;x
Dutov;440814;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M520014;1936;1990;1999;x
Gemp;440815;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L520006;1936;1990;1999;x
Mametova;440816;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L520007;1936;1990;1999;x
Sakhno;440817;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L520008;1936;1990;1999;x
Salminov;440818;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L520009;1936;1990;1999;x
Samarskiy;440819;UPE;1936;1936;1936;1990;3;7;0;1;0;5;1;M520034;1936;1990;1999;x
Sarkisyan;440820;UPE;1936;1936;1990;1990;3;7;0;2;0;5;2;M520035;1936;1990;1999;x
Semenchenko;440821;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L520012;1936;1990;1999;x
Sidorovich;440822;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L520013;1936;1990;1999;x
Sinenko;440823;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;L520014;1936;1990;1999;x
Skvortsov;440824;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L520015;1936;1990;1999;x
Sokolov;440825;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M521010;1936;1990;1999;x
Solomatin;440826;UPE;1936;1936;1990;1990;3;7;0;2;0;5;1;L520017;1936;1990;1999;x
Solyankin;440827;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L520018;1936;1990;1999;x
Starkov;440828;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;M520031;1936;1990;1999;x
Starokoshko;440829;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L520020;1936;1990;1999;x
Shamaev;440830;UPE;1936;1990;1990;1990;3;7;0;0;0;5;2;M521058;1936;1990;1999;x
Studnev;440831;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L520022;1936;1990;1999;x
Suchkov;440832;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;M520029;1936;1990;1999;x
Susaikov;440833;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;M520007;1936;1990;1999;x
Talkaher;440834;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;L520025;1936;1990;1999;x
von Enckevort;440835;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L520026;1936;1990;1999;x
von Flotow;440836;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L520027;1936;1990;1999;x
Quaranshah;440837;UPE;1936;1990;1990;1990;3;7;0;1;0;5;1;L440026;1936;1990;1999;x
Gulimbayzyl;440838;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M520036;1936;1990;1999;x
Samarskiy;440839;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M520034;1936;1990;1999;x
Büsing;440840;UPE;1936;1990;1990;1990;3;7;0;1;0;5;2;L516003;1936;1990;1999;x
Sergeev;440841;UPE;1936;1936;1936;1936;3;7;0;0;0;5;1;M520009;1936;1990;1999;x
Arsen;440842;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;M520010;1936;1990;1999;x
Becker;440843;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L520034;1936;1990;1999;x
Gulimbayzyl;440844;UPE;1936;1990;1990;1990;3;7;0;2;0;5;2;M520036;1936;1990;1999;x
Sarkisyan;440845;UPE;1936;1936;1936;1990;3;7;0;0;0;5;1;M520035;1936;1990;1999;x
von Ammon;440846;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L524018;1936;1990;1999;x
von Tippelskirch;440847;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L520038;1936;1990;1999;x
Wilk;440848;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L520039;1936;1990;1999;x
Abuzyarov;440849;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;M521044;1936;1990;1999;x
Altinbek;440850;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L521001;1936;1990;1999;x
Baranov;440851;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M521046;1936;1990;1999;x
Bührmann;440852;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;L521003;1936;1990;1999;x
Cholponbek;440853;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M521039;1936;1990;1999;x
Croneiss;440854;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L521005;1936;1990;1999;x
Dushebaev;440855;UPE;1936;1936;1936;1936;3;7;0;0;0;5;1;M521007;1936;1990;1999;x
Dzhandosov;440856;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M521051;1936;1990;1999;x
Ernst;440857;UPE;1936;1936;1990;1990;3;7;0;0;0;5;2;L521008;1936;1990;1999;x
Frunze;440858;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;M521008;1936;1990;1999;x
Goryashenko;440859;UPE;1936;1990;1990;1990;3;7;0;0;0;5;1;M521049;1936;1990;1999;x
Hierl;440860;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L521011;1936;1990;1999;x
Hopf;440861;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L521012;1936;1990;1999;x
Ishimov  B.;440862;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L521013;1936;1990;1999;x
Ishimov  I.;440863;UPE;1936;1990;1990;1990;3;7;0;2;0;5;2;L521014;1936;1990;1999;x
Janusz;440864;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L521015;1936;1990;1999;x
Jyrgaluul;440865;UPE;1936;1936;1936;1990;3;7;0;1;0;5;1;L521016;1936;1990;1999;x
Kannengiesser;440866;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L521017;1936;1990;1999;x
Kubatbekov;440867;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L521018;1936;1990;1999;x
Ostermann;440868;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L521019;1936;1990;1999;x
Popov;440869;UPE;1936;1990;1990;1990;3;7;0;0;0;5;2;M521053;1936;1990;1999;x
Rednikov;440870;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;M521045;1936;1990;1999;x
Shamaev;440871;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M521058;1936;1990;1999;x
Sokolov;440872;UPE;1936;1936;1936;1990;3;7;0;1;0;5;2;M521050;1936;1990;1999;x
Sutalinov;440873;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L521024;1936;1990;1999;x
Tahabayev;440874;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;M521048;1936;1990;1999;x
Toluboyev;440875;UPE;1936;1990;1990;1990;3;7;0;2;0;5;1;M521052;1936;1990;1999;x
Tyrin;440876;UPE;1936;1936;1936;1990;3;7;0;2;0;5;0;L521027;1936;1990;1999;x
Urazbekov;440877;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M521017;1936;1990;1999;x
von Bardolff;440878;UPE;1936;1936;1990;1990;3;7;0;1;0;5;1;M521047;1936;1990;1999;x
von Dufay;440879;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L521030;1936;1990;1999;x
von Stepani;440880;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L521031;1936;1990;1999;x
Yachenko;440881;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;L521032;1936;1990;1999;x
Frunze;440882;UPE;1936;1936;1990;1990;3;7;0;2;0;5;2;M521008;1936;1990;1999;x
Hlopov;440883;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L10420;1936;1990;1999;x
Mironov;440884;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;L10427;1936;1990;1999;x
Pavlovich;440885;UPE;1936;1990;1990;1990;3;7;0;1;0;5;1;L10432;1936;1990;1999;x
Rall;440886;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L10438;1936;1990;1999;x
Abzalgul;440887;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L520000;1936;1990;1999;x
Langemeyer;440888;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;M521059;1936;1990;1999;x
Rüdt von Collenberg;440889;UPE;1936;1990;1990;1990;3;7;0;1;0;5;2;L521040;1936;1990;1999;x
Mamedov;440890;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;M516008;1936;1990;1999;x
Vasilevski;440891;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;L526030;1936;1990;1999;x
von Dewall;440892;UPE;1936;1936;1990;1990;3;7;0;2;0;5;1;L521043;1936;1990;1999;x
von Hachenburg;440893;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L521044;1936;1990;1999;x
Anger;440894;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;L524000;1936;1990;1999;x
Baumgartner;440895;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L524001;1936;1990;1999;x
Ebner;440896;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L524002;1936;1990;1999;x
Friedrichs;440897;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L524003;1936;1990;1999;x
Gafurov;440898;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M524007;1936;1990;1999;x
Hoffmann;440899;UPE;1936;1990;1990;1990;3;7;0;1;0;5;2;L524005;1936;1990;1999;x
Kazachestevo;440900;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M524041;1936;1990;1999;x
Kolb;440901;UPE;1936;1936;1936;1936;3;7;0;0;0;5;0;L524007;1936;1990;1999;x
Kuttig;440902;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;L524008;1936;1990;1999;x
Perminov;440903;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;M524039;1936;1990;1999;x
Proskuriakov;440904;UPE;1936;1936;1936;1936;3;7;0;0;0;5;2;M524042;1936;1990;1999;x
Protopopov;440905;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;M524008;1936;1990;1999;x
Provotvorov;440906;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;M524038;1936;1990;1999;x
Richter;440907;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L524013;1936;1990;1999;x
Shpigun;440908;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L524014;1936;1990;1999;x
Sinaiski;440909;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;M524044;1936;1990;1999;x
Ryndenko;440910;UPE;1936;1936;1936;1936;3;7;0;0;0;5;1;M524009;1936;1990;1999;x
Teschner;440911;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L524017;1936;1990;1999;x
Skvortsov;440912;UPE;1936;1936;1990;1990;3;7;0;1;0;5;2;M520038;1936;1990;1999;x
von Behr;440913;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L524019;1936;1990;1999;x
Sinaiski;440914;UPE;1936;1936;1990;1990;3;7;0;0;0;5;1;M524044;1936;1990;1999;x
von Renz;440915;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L524021;1936;1990;1999;x
Ryndenko;440916;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M524009;1936;1990;1999;x
Starostin;440917;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;M520032;1936;1990;1999;x
Telasnikov;440918;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L524024;1936;1990;1999;x
Ushurov;440919;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;M524003;1936;1990;1999;x
Barsukov;440920;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;M524010;1936;1990;1999;x
Danilov  G.S.;440921;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L526001;1936;1990;1999;x
Siess;440922;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L524028;1936;1990;1999;x
Spiess;440923;UPE;1936;1990;1990;1990;3;7;0;1;0;5;0;L524029;1936;1990;1999;x
Surén;440924;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M524047;1936;1990;1999;x
Banchukov;440925;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L525000;1936;1990;1999;x
Barabanov;440926;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;M525037;1936;1990;1999;x
Baranov;440927;UPE;1936;1936;1990;1990;3;7;0;1;0;5;1;M525039;1936;1990;1999;x
Batyrov;440928;UPE;1936;1936;1936;1990;3;7;0;0;0;5;0;L525003;1936;1990;1999;x
Beloglazov;440929;UPE;1936;1936;1990;1990;3;7;0;0;0;5;2;L525004;1936;1990;1999;x
Belov;440930;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M525007;1936;1990;1999;x
Berlin;440931;UPE;1936;1936;1936;1990;3;7;0;1;0;5;0;M525040;1936;1990;1999;x
Borisenko;440932;UPE;1936;1990;1990;1990;3;7;0;0;0;5;2;L525007;1936;1990;1999;x
Bunin;440933;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525008;1936;1990;1999;x
Fuchs;440934;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525009;1936;1990;1999;x
Guth;440935;UPE;1936;1936;1936;1936;3;7;0;1;0;5;0;L525010;1936;1990;1999;x
Ihssen;440936;UPE;1936;1936;1936;1936;3;7;0;2;0;5;0;L525011;1936;1990;1999;x
Kahsnitz;440937;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525012;1936;1990;1999;x
Kangelary;440938;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525013;1936;1990;1999;x
Kiehl;440939;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L525014;1936;1990;1999;x
Raevs;440940;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;M525038;1936;1990;1999;x
Schuchardt;440941;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525016;1936;1990;1999;x
Thomas;440942;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;L525017;1936;1990;1999;x
Ulrich;440943;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M525008;1936;1990;1999;x
Vierkorn;440944;UPE;1936;1936;1936;1990;3;7;0;0;0;5;2;L525019;1936;1990;1999;x
von der Damereau-Dambrowski;440945;UPE;1936;1936;1990;1990;3;7;0;1;0;5;0;L525020;1936;1990;1999;x
von Elverfeldt;440946;UPE;1936;1990;1990;1990;3;7;0;2;0;5;0;L525021;1936;1990;1999;x
von Krziwanek;440947;UPE;1936;1936;1990;1990;3;7;0;2;0;5;0;L525022;1936;1990;1999;x
von Wangenheim;440948;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;L525023;1936;1990;1999;x
Batalov;440949;UPE;1936;1936;1990;1990;3;7;0;0;0;5;0;M525009;1936;1990;1999;x
Baturin;440950;UPE;1936;1936;1936;1936;3;7;0;1;0;5;0;M525010;1936;1990;1999;x
Filipev;440951;UPE;1936;1990;1990;1990;3;7;0;0;0;5;0;M525042;1936;1990;1999;x
