Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Li Jiansan;502325;U74;1935;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1935;1970;1999;x
Li Lebin;502326;U74;1936;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1936;1968;1999;x
Li Runfa;502327;U74;1930;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1930;1970;1999;x
Li Shengda;502328;U74;1927;1928;1990;1990;2;4;0;1;0;4;0;unknownleader;1927;1936;1999;x
Li Shimao;502329;U74;1928;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1928;1967;1999;x
Li Tingxiu;502330;U74;1930;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1930;1970;1999;x
Liu Guangduo;502331;U74;1936;1938;1990;1990;3;3;0;1;0;4;0;unknownleader;1936;1966;1999;x
Liu Jiaqing;502332;U74;1933;1990;1990;1990;3;2;1;0;0;4;0;unknownleader;1933;1953;1999;x
Liu Zhonggan;502333;U74;1931;1937;1990;1990;3;2;0;1;0;4;0;unknownleader;1931;1989;1999;x
Liu Zongkuan;502334;U74;1934;1990;1990;1990;3;2;0;0;0;4;0;6303;1934;1992;1999;x
Li Xingzhong;502335;U74;1937;1939;1990;1990;3;2;0;0;0;4;0;6304;1937;1962;1999;x
Lu Ruji;502336;U74;1931;1990;1990;1990;3;4;0;1;0;4;0;unknownleader;1931;1976;1999;x
Shi Yanmao;502337;U74;1933;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1933;1974;1999;x
Tai Shoumin;502338;U74;1924;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1924;1970;1999;x
Tian Xiuzhang;502339;U74;1935;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1935;1950;1999;x
Xie Lian;502340;U74;1926;1936;1990;1990;3;3;0;1;0;4;0;unknownleader;1926;1952;1999;x
Yang Chengyan;502341;U74;1927;1930;1990;1990;3;2;0;0;0;4;0;unknownleader;1927;1970;1999;x
Yang Shiyuan;502342;U74;1926;1927;1990;1990;2;2;0;1;0;4;0;unknownleader;1926;1951;1999;x
Yang Weiyuan;502343;U74;1937;1990;1990;1990;3;3;0;1;0;4;0;unknownleader;1937;1988;1999;x
Yang Yaofang;502344;U74;1930;1935;1990;1990;3;3;0;1;0;4;0;unknownleader;1930;1978;1999;x
Yang Zhaolin;502345;U74;1936;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1936;1970;1999;x
Yao Beichen;502346;U74;1931;1990;1990;1990;3;2;0;0;0;4;0;unknownleader;1931;1953;1999;x
Ye Qijie;502347;U74;1929;1934;1990;1990;2;3;0;1;0;4;0;unknownleader;1929;1978;1999;x
Yu Fanggao;502348;U74;1931;1937;1990;1990;2;3;0;1;0;4;0;unknownleader;1931;1981;1999;x
Zhang Huizhao;502349;U74;1926;1930;1990;1990;2;2;0;1;0;4;0;unknownleader;1926;1956;1999;x
Zhang Peimei;502350;U74;1917;1924;1990;1990;2;2;0;1;0;4;0;6305;1917;1938;1999;x
Zhang Shuzhi;502351;U74;1912;1936;1990;1990;2;2;512;1;0;4;0;unknownleader;1912;1946;1999;x
Zhang Yinwu;502352;U74;1926;1927;1990;1990;3;3;0;1;0;4;0;unknownleader;1926;1949;1999;x
Zhang Zhixing;502353;U74;1929;1938;1990;1990;3;2;17;1;0;4;0;6306;1929;1994;1999;x
Zuo Shiyun;502354;U74;1939;1943;1990;1990;3;3;16;1;0;4;0;unknownleader;1939;1960;1999;x
